,Net_comb,k1,k2,dispersionCoefG1,dispersionCoefG2,DispCoeff_avg
31,ALL,125,250,0.913319370901803,"0.9837729071221077
",0.9485461390119554
39,ALL,150,250,0.911812463275688,"0.9816670137443483
",0.9467397385100181
7,ALL,100,250,0.9077966656167819,"0.9828139316952083
",0.9453052986559951
47,ALL,175,250,0.918200298804244,"0.9721798209080532
",0.9451900598561487
55,ALL,200,250,0.9184774904898745,"0.9718273635986071
",0.9451524270442409
131,ALL,75,250,0.8997655816974834,"0.9865930862141338
",0.9431793339558086
130,ALL,75,200,0.9068626205708209,"0.9739035818409889
",0.940383101205905
73,ALL,250,250,0.922995810232155,"0.9565686172429722
",0.9397822137375635
6,ALL,100,200,0.9112647779943752,"0.9646902332362757
",0.9379775056153254
129,ALL,75,175,0.90518620699215,"0.967007496876433
",0.9360968519342915
